Country,Province,City,Pop.,ABBR,Rent,Total COL,Sal,QOL,Prov. ABBR,Lat,Long
Spain,Community of Madrid,Alcobendas,"119,416",ES,988,1656,2594,74,,40.5400082,-3.6358494
Spain,Andalusia,Algeciras,"123,639",ES,457,987,1980,64,,36.1311725,-5.4473991
Spain,Valencian Community,Alicante,"349,282",ES,816,1461,1921,86,,38.3436365,-0.4881708
Spain,Andalusia,Almería,"200,578",ES,623,1298,1423,74,,36.8414197,-2.4628135
Spain,Extremadura,Badajoz,"150,190",ES,604,1200,1524,74,,38.878187,-6.9701115
Spain,Catalonia,Badalona,"225,957",ES,1479,2170,2126,73,,41.4493539,2.248254
Spain,Catalonia,Barcelona,"1,660,122",ES,1268,2087,2248,90,,41.3825802,2.177073
Spain,Basque Country,Bilbao,"346,096",ES,952,1660,2067,81,,43.2630018,-2.9350039
Spain,Castile and León,Burgos,"174,451",ES,717,1343,2060,77,,42.343926,-3.696977
Spain,Andalusia,Cádiz,"111,811",ES,924,1501,1938,77,,36.5297438,-6.2928976
Spain,Region of Murcia,Cartagena,"218,050",ES,630,1206,1819,79,,37.6152488,-0.9876857
Spain,Valencian Community,Castellón de la Plana,"176,238",ES,613,1158,1785,70,,39.9860347,-0.0377354
Spain,Andalusia,Córdoba,"323,763",ES,657,1233,1900,77,,37.8845813,-4.7760138
Spain,Galicia,A Coruña,"247,376",ES,697,1352,1760,78,,43.3709703,-8.3959425
Spain,Andalusia,Dos Hermanas,"138,981",ES,800,1359,1847,66,,37.283689,-5.9226718
Spain,Valencian Community,Elche,"238,293",ES,613,1277,1658,84,,38.2653307,-0.6988391
Spain,Community of Madrid,Fuenlabrada,"188,736",ES,897,1592,1743,72,,40.282476,-3.7923422
Spain,Asturias,Gijón,"268,313",ES,707,1389,1966,76,,43.5449422,-5.66275
Spain,Catalonia,Girona,"104,320",ES,973,1580,1895,79,,41.9793006,2.8199439
Spain,Andalusia,Granada,"230,595",ES,712,1334,2044,79,,37.1734995,-3.5995337
Spain,Andalusia,Huelva,"142,532",ES,680,1265,1525,76,,37.2575874,-6.9484945
Spain,Andalusia,Jaén,"111,888",ES,556,1133,1423,61,,37.9553976,-3.4937431
Spain,Andalusia,Jérez de la Frontera,"213,231",ES,465,989,1694,66,,36.6816936,-6.1377402
Spain,Castile and León,León,"121,281",ES,738,1303,1999,75,,42.5989995,-5.5682413
Spain,Catalonia,Lleida,"143,094",ES,596,1229,1759,63,,41.6147605,0.6267842
Spain,La Rioja,Logroño,"150,583",ES,568,1118,2049,67,,42.4661196,-2.4396676
Spain,Community of Madrid,Madrid,"3,332,035",ES,1177,2015,2580,92,,40.416782,-3.703507
Spain,Andalusia,Málaga,"586,384",ES,929,1617,1700,80,,36.7213028,-4.4216366
Spain,Andalusia,Marbella,"156,295",ES,1273,1924,2160,78,,36.508976,-4.88562
Spain,Catalonia,Mataró,"129,870",ES,902,1575,1975,71,,41.5398348,2.4448926
Spain,Community of Madrid,Móstoles,"211,265",ES,1024,1703,1560,71,,40.3238525,-3.8649214
Spain,Region of Murcia,Murcia,"469,177",ES,661,1305,1750,82,,37.9923795,-1.1305431
Spain,Galicia,Ourense,"104,250",ES,569,1147,1514,74,,42.1939629,-7.537124
Spain,Asturias,Oviedo,"217,584",ES,659,1300,2193,77,,43.3618625,-5.8483581
Spain,Balearic Islands,Palma de Mallorca,"423,350",ES,1186,1930,1846,79,,39.5695818,2.6500745
Spain,Canary Islands,Las Palmas,"378,027",ES,826,1484,1761,81,,27.9580004,-15.6062305
Spain,Navarre,Pamplona,"205,762",ES,900,1585,1953,79,,42.8181992,-1.6440089
Spain,Catalonia,Sabadell,"218,300",ES,984,1637,2228,87,,41.5421013,2.1138977
Spain,Castile and León,Salamanca,"143,954",ES,625,1189,1636,78,,40.9651572,-5.6640182
Spain,Canary Islands,San Cristóbal de La Laguna,"159,034",ES,899,1539,1732,63,,28.4857715,-16.3159422
Spain,Basque Country,San Sebastián,"188,743",ES,985,1673,2636,81,,43.3224219,-1.9838889
Spain,Canary Islands,Santa Cruz de Tenerife,"209,395",ES,912,1567,1741,78,,28.467178,-16.2507843
Spain,Cantabria,Santander,"172,726",ES,691,1372,2027,79,,43.4618932,-3.8100255
Spain,Andalusia,Seville,"684,025",ES,753,1393,1817,82,,37.3886303,-5.9953403
Spain,Catalonia,Tarragona,"138,262",ES,855,1445,1907,80,,41.1172364,1.2546057
Spain,Catalonia,Terrassa,"225,277",ES,895,1590,2352,74,,41.5629623,2.0100492
Spain,Community of Madrid,Torrejón de Ardoz,"137,711",ES,916,1581,2161,73,,40.4587767,-3.4793343
Spain,Valencian Community,Valencia,"807,693",ES,962,1703,2415,89,,39.4697065,-0.3763353
Spain,Castile and León,Valladolid,"297,459",ES,634,1367,2235,80,,41.6521807,-4.728605
Spain,Galicia,Vigo,"293,652",ES,667,1302,1964,65,,42.2376602,-8.7247205
Spain,Basque Country,Vitoria-Gasteiz,"255,886",ES,1031,1685,2094,81,,42.8465088,-2.6724025
Spain,Aragon,Zaragoza,"682,513",ES,761,1457,1744,77,,41.6521342,-0.8809428
Poland,Podlaskie,Białystok,"292,058",PL,654,1148,1323,74,,53.1275051,23.1470509
Poland,Silesian,Bielsko-Biała,"166,189",PL,693,1201,1265,75,,49.8120785,19.0291988
Poland,Kuyavian-Pomeranian,Bydgoszcz,"328,370",PL,588,1103,1301,75,,53.1297127,18.0294488
Poland,Silesian,Bytom,"148,687",PL,565,1043,1469,64,,50.3470387,18.9231857
Poland,Silesian,Chorzów,"101,184",PL,552,1038,1496,78,,50.2884726,18.9703798
Poland,Silesian,Częstochowa,"207,117",PL,570,1033,1256,76,,50.8120466,19.113213
Poland,Silesian,Dąbrowa Górnicza,"114,148",PL,587,1077,1278,77,,50.369624,19.2890465
Poland,Warmian-Masurian,Elbląg,"113,195",PL,632,1074,1384,61,,54.1988997,19.4410857
Poland,Pomeranian,Gdańsk,"486,492",PL,917,1519,1766,81,,54.4288032,18.798327
Poland,Pomeranian,Gdynia,"242,141",PL,891,1478,2090,81,,54.5233304,18.6040279
Poland,Silesian,Gliwice,"170,457",PL,572,1026,1469,64,,50.294113,18.6657306
Poland,Lubusz,Gorzów Wielkopolski,"115,847",PL,596,1113,1235,70,,52.7309926,15.2400451
Poland,Silesian,Katowice,"279,119",PL,631,1137,1576,79,,50.2598987,19.0215852
Poland,Świętokrzyskie,Kielce,"183,147",PL,609,1097,1414,74,,50.8540285,20.6099157
Poland,West Pomeranian,Koszalin,"105,905",PL,623,1089,1323,56,,54.2071799,16.2175411
Poland,Lesser Poland,Kraków,"804,237",PL,960,1580,1891,83,,50.0619474,19.9368564
Poland,Łódź,Łódź,"655,279",PL,712,1338,1620,78,,51.7728245,19.4784857
Poland,Lublin,Lublin,"330,447",PL,790,1323,1364,77,,51.2181945,22.5546776
Poland,Warmian-Masurian,Olsztyn,"167,844",PL,695,1182,1355,70,,53.776644,20.4777531
Poland,Opole,Opole,"126,300",PL,758,1230,1476,74,,50.6787929,17.9298844
Poland,Masovian,Płock,"111,927",PL,703,1166,1278,71,,52.5464521,19.7008606
Poland,Greater Poland,Poznań,"540,146",PL,836,1420,1831,80,,52.4006632,16.9197326
Poland,Masovian,Radom,"196,918",PL,564,1008,1103,73,,51.4171606,21.1609448
Poland,Silesian,Ruda Śląska,"131,062",PL,607,1085,1594,64,,50.2858001,18.8747933
Poland,Silesian,Rybnik,"131,323",PL,541,1010,1351,76,,50.1105691,18.5531874
Poland,Podkarpackie,Rzeszów,"197,536",PL,689,1200,2063,74,,50.013319,22.0161677
Poland,Silesian,Sosnowiec,"188,151",PL,600,1093,1255,77,,50.2712401,19.2155628
Poland,West Pomeranian,Szczecin,"390,278",PL,668,1166,1577,77,,53.4298114,14.5928676
Poland,Lesser Poland,Tarnów,"103,515",PL,518,966,1073,73,,50.0259883,20.9640584
Poland,Kuyavian-Pomeranian,Toruń,"195,263",PL,484,926,1637,76,,53.0145361,18.5965831
Poland,Silesian,Tychy,"122,605",PL,569,1054,1473,64,,50.1264981,19.0067846
Poland,Lower Silesian,Wałbrzych,"101,082",PL,499,1015,1253,59,,50.7659054,16.2825424
Poland,Masovian,Warsaw,"1,861,644",PL,1217,1978,2042,85,,52.2319581,21.0067249
Poland,Kuyavian-Pomeranian,Włocławek,"101,450",PL,569,902,1083,70,,52.6655636,19.0961297
Poland,Lower Silesian,Wrocław,"674,132",PL,977,1592,1688,79,,51.1263106,16.9781963
Poland,Silesian,Zabrze,"154,642",PL,717,1147,1489,64,,50.3142806,18.7815763
Poland,Lubusz,Zielona Góra,"139,132",PL,640,1107,1490,71,,51.9383777,15.5050408
Romania,Arad,Arad,"145,078",RO,295,708,837,70,,46.1753793,21.3196342
Romania,Bacău,Bacău,"136,087",RO,264,724,978,55,,46.4228703,26.7163991
Romania,Maramureș,Baia Mare,"108,759",RO,266,714,755,50,,47.6565584,23.5719843
Romania,Brăila,Brăila,"154,686",RO,390,871,992,67,,45.2716092,27.9742932
Romania,Bucharest,Bucharest,"1,716,961",RO,525,1116,1391,81,,44.4361414,26.1027202
Romania,Buzău,Buzău,"103,481",RO,427,857,917,66,,45.2692582,26.7748173
Romania,Cluj,Cluj-Napoca,"286,598",RO,660,1193,1337,74,,46.769379,23.5899542
Romania,Dolj,Craiova,"234,140",RO,450,909,1176,70,,44.3190159,23.7965614
Romania,Bihor,Oradea,"183,105",RO,378,839,905,67,,47.0549163,21.9285231
Romania,Sibiu,Sibiu,"134,309",RO,393,805,1128,69,,45.7973912,24.1519202
Sweden,Västra Götaland,Gothenburg,"655,100",SE,902,1823,3793,94,,57.7072326,11.9670171
Sweden,Skåne,Helsingborg,"113,800",SE,729,1485,3214,88,,56.0442098,12.703706
Sweden,Jönköping,Jönköping,"101,100",SE,747,1528,2770,85,,57.7825634,14.165719
Sweden,Östergötland,Linköping,"119,000",SE,717,1530,3492,85,,58.4098135,15.6245252
Sweden,Skåne,Malmö,"324,000",SE,875,1757,3358,90,,55.6052931,13.0001566
Sweden,Örebro,Örebro,"126,000",SE,578,1325,3224,86,,59.2747287,15.2151181
Sweden,Stockholm,Stockholm,"1,766,100",SE,1271,2297,3571,96,,59.3251172,18.0710935
Sweden,Uppsala,Uppsala,"167,300",SE,823,1650,2709,92,,59.8586126,17.6387436
Sweden,Västmanland,Västerås,"128,500",SE,711,1494,3402,89,,59.6110992,16.5463679
Sweden,Gävleborg,Gävle,"105,000",SE,752,1483,3239,71,,60.6750132,17.1467019
Portugal,Lisbon,Amadora,"174,511",PT,931,1481,1137,82,,38.758959,-9.2365233
Portugal,North,Braga,"197,594",PT,777,1337,1236,80,,41.5510583,-8.4280045
Portugal,Lisbon,Cascais,"213,928",PT,1085,1656,2431,86,,38.6968919,-9.4204495
Portugal,Central,Coimbra,"142,252",PT,699,1260,1359,78,,40.2111931,-8.4294632
Portugal,Madeira,Funchal,"106,429",PT,1028,1561,1069,73,,32.6496497,-16.9086783
Portugal,Lisbon,Lisbon,"548,703",PT,1221,1889,1510,84,,38.7077507,-9.1365919
Portugal,Lisbon,Loures,"203,724",PT,923,1509,863,67,,38.8308741,-9.1684512
Portugal,North,Porto,"240,592",PT,916,1499,1401,82,,41.1502195,-8.6103497
Portugal,Lisbon,Sintra,"388,767",PT,978,1577,1490,70,,38.8355446,-9.3522371
Portugal,North,Vila Nova de Gaia,"307,563",PT,847,1457,1676,84,,41.1292264,-8.6057396
Switzerland,Basel-Stadt,Basel,"169,900",CH,1567,2964,8160,98,,47.5581077,7.5878261
Switzerland,Bern,Bern,"131,600",CH,1636,2945,7481,96,,46.9484742,7.4521749
Switzerland,Geneva,Geneva,"198,100",CH,2137,3577,7638,97,,46.2017559,6.1466014
Switzerland,Vaud,Lausanne,"135,600",CH,1703,3069,7412,96,,46.5218269,6.6327025
Switzerland,Zürich,Winterthur,"108,300",CH,1820,3207,7786,98,,47.4991723,8.7291498
Switzerland,Zürich,Zürich,"397,000",CH,2299,3691,8151,100,,47.3744489,8.5410422
Serbia,Šumadija and Western Serbia,Kragujevac,"150,800",RS,447,918,833,64,,44.0131786,20.9196353
Serbia,Southern and Eastern Serbia,Niš,"186,200",RS,400,819,826,62,,43.3211301,21.8959232
Serbia,Vojvodina,Novi Sad,"285,500",RS,603,1141,971,68,,45.2551338,19.8451756
Serbia,Vojvodina,Subotica,"104,400",RS,419,832,722,47,,46.1002058,19.6653273
Slovakia,Bratislava,Bratislava,"478,040",SK,854,1497,1662,82,,48.1516988,17.1093063
Slovakia,Košice,Kosice,"225,044",SK,850,1436,1454,73,,48.7172272,21.2496774
Slovenia,Ljubljana,Ljubljana,"288,382",SI,962,1640,1837,82,,46.0500268,14.5069289
Ukraine,Kyiv Oblast,Bila Tserkva,"208,737",UA,196,497,476,45,,49.7969703,30.1158069
Ukraine,Cherkasy Oblast,Cherkasy,"272,651",UA,213,498,458,42,,49.1460165,31.2271744
Ukraine,Chernihiv Oblast,Chernihiv,"285,234",UA,212,516,474,56,,51.272593,31.7417235
Ukraine,Chernivtsi Oblast,Chernivtsi,"265,471",UA,257,545,422,55,,48.3810791,26.1081673
Ukraine,Dnipropetrovsk Oblast,Dnipro,"980,948",UA,381,790,428,60,,49.6243131,31.6666824
Ukraine,Donetsk Oblast,Donetsk,"905,364",UA,260,516,433,42,,48.0158753,37.8013407
Ukraine,Donetsk Oblast,Horlivka,"241,106",UA,309,650,424,41,,48.3058686,38.0027664
Ukraine,Ivano-Frankivsk Oblast,Ivano-Frankivsk,"237,855",UA,234,482,383,43,,48.7481718,24.5207477
Ukraine,Dnipropetrovsk Oblast,Kamianske,"229,794",UA,316,656,471,45,,48.5167748,34.6068797
Ukraine,Kharkiv Oblast,Kharkiv,"1,433,886",UA,203,510,434,63,,49.9923181,36.2310146
Ukraine,Kherson Oblast,Kherson,"283,649",UA,144,420,371,43,,46.5421715,33.4079326
Ukraine,Khmelnytskyi Oblast,Khmelnytskyi,"274,582",UA,231,535,423,54,,49.268624,27.0635998
Ukraine,Donetsk Oblast,Kramatorsk,"164,700",UA,306,639,474,41,,48.7389415,37.5843812
Ukraine,Poltava Oblast,Kremenchuk,"217,710",UA,182,440,433,40,,49.0928529,33.4308188
Ukraine,Kirovohrad Oblast,Kropyvnytskyi,"222,695",UA,239,616,417,40,,48.5105805,32.2656283
Ukraine,Dnipropetrovsk Oblast,Kryvyi Rih,"646,748",UA,220,503,337,41,,47.9102734,33.3917703
Ukraine,Luhansk Oblast,Luhansk,"399,559",UA,423,732,418,40,,49.2724587,38.9150477
Ukraine,Volyn Oblast,Lutsk,"217,197",UA,284,546,401,56,,50.7450733,25.320078
Ukraine,Lviv Oblast,Lviv,"717,486",UA,399,762,441,65,,49.841952,24.0315921
Ukraine,Donetsk Oblast,Makiivka,"340,337",UA,266,534,421,40,,48.0448144,37.9635093
Ukraine,Donetsk Oblast,Mariupol,"431,859",UA,229,539,418,41,,47.0957648,37.5499621
Ukraine,Zaporizhzhia Oblast,Melitopol,"150,768",UA,265,545,428,39,,46.8467267,35.3827281
Ukraine,Mykolaiv Oblast,Mykolaiv,"476,101",UA,197,516,463,59,,47.3886032,31.9442334
Ukraine,Poltava Oblast,Poltava,"283,402",UA,227,479,460,42,,49.8607809,33.7498787
Ukraine,Rivne Oblast,Rivne,"245,289",UA,253,439,414,56,,51.2074112,26.5208033
Ukraine,Luhansk Oblast,Sievierodonetsk,"101,135",UA,331,633,425,39,,48.9478698,38.4936475
Ukraine,Sumy Oblast,Sumy,"259,660",UA,216,496,431,41,,50.9119775,34.8027723
Ukraine,Ternopil Oblast,Ternopil,"225,238",UA,191,465,426,43,,49.6630002,25.6167516
Ukraine,Zakarpattia Oblast,Uzhhorod,"115,442",UA,249,494,471,41,,48.6223731,22.3022572
Ukraine,Vinnytsia Oblast,Vinnytsia,"370,601",UA,275,603,423,43,,48.8990315,28.516068
Ukraine,Zhytomyr Oblast,Zhytomyr,"263,507",UA,257,586,396,54,,50.9080532,28.3867504
